barcode,title,subtitle,description,manufacturer_name,manufacturer_phone_adress,manufacturer_email,size_color,image,price,currency
0745114576934,Huile d’olive et Olives de table,Huile d’olive et Olives de table,Huile d’olive et Olives de table,Entreprise MLATA,"Phone : 00213 550 47 55 71 / Adresse : Lotissement 88, Lot N°73 - EL Braya – 31070 - Willaya d'Oran – Algeria.",bosstahoucine@gmail.com,,,,DZD
0745114717726,Produits pour entretien-automobile PARADIX ,Produits pour entretien-automobile PARADIX ,Produits pour entretien-automobile PARADIX ,PARADIX,Phone: 00213 656 30 52 67 / Adresse : Cité Ahmed Zabana - Ilot : 02 Bloc 712 N° 14 Arzew - Willaya d’Oran - 31000 – Algérie - Algeria,saidbouacha@hotmail.com,,,,DZD
0745110502661,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502661,epcbaraka@gmail.com,,,,DZD
0710535054750, Paper towels, Paper towels, Paper towels,NET PAP ,Adresse: Cité Adha Commune de Seddouk -Willaya de Bejaia - Postal code: 06011 Algeria Phone: 00213 558 30 28 09,netpap91@gmail.com,,,,DZD
0745760303878, Dattes de qualité supérieure Mad in Algeria, Dattes de qualité supérieure Mad in Algeria,"Dattes régime en boites de 03 KG
",EURL LABED,"Adresse : Rue Labed Tayeb Bouchagour – 07000 Biskra - wilaya de Biskra, Algérie - Algeria / Phone : 00213 549 15 86 10",labedsls@gmail.com,,,,DZD
0705632830512,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745114389282,Produits cosmétiques et détergents,Produits cosmétiques et détergents,Produits cosmétiques et détergents,EURL SAVONNERIE BELHARACHE KADDA,HAI CHAHID MAHMOUD Lots 262 N°35 HASSI BOUNIF ORAN 31049 Algeria 00213 662 90 25 12 ,kada14141414@gmail.com,,,,DZD
0745114576941,Huile d’olive et Olives de table,Huile d’olive et Olives de table,Huile d’olive et Olives de table,Entreprise MLATA,"Phone : 00213 550 47 55 71 / Adresse : Lotissement 88, Lot N°73 - EL Braya – 31070 - Willaya d'Oran – Algeria.",bosstahoucine@gmail.com,,,,DZD
0745114695017,Détergents et produits d’entretient ,Détergents et produits d’entretient ,Détergents et produits d’entretient ,ZOOL CLEAN,Phone : 00213 671 92 24 46 / Adresse : Cité Nouara - Rue Hamla Kechida - 5040 Batna - El DJazzair – Algeria ,zool.clean05@gmail.com,,,,DZD
0745114739605,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745110502678,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.
",EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502678,epcbaraka@gmail.com,,,,DZD
0745760303885, Dattes de qualité supérieure Mad in Algeria, Dattes de qualité supérieure Mad in Algeria,Dattes branchées en boites de 05 KG ,EURL LABED," Adresse : Rue Labed Tayeb Bouchagour – 07000 Biskra - wilaya de Biskra, Algérie - Algeria / Phone : 00213 549 15 86 10",labedsls@gmail.com,,,,DZD
0705632830529,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745125240138,Pépite de chocolat de 100 Grs dans des pots en plastique,Conditionnement et emballage de produits et denrées alimentaires,Pépite de chocolat de 100 Grs dans des pots en plastique,ETS. L’AROVA,"Phone : 00213 770 34 35 37 / Adresse : Commune Ath Chebana - Daira d’ Ath-Ourtilane Wilaya de Setif, Code Postal 19710",etslarova@gmail.com,,,,DZD
0745114389299,Produits cosmétiques et détergents,Produits cosmétiques et détergents,Produits cosmétiques et détergents,EURL SAVONNERIE BELHARACHE KADDA,HAI CHAHID MAHMOUD Lots 262 N°35 HASSI BOUNIF ORAN 31049 Algeria 00213 662 90 25 12 ,kada14141414@gmail.com,,,,DZD
0745114576958,Huile d’olive et Olives de table,Huile d’olive et Olives de table,Huile d’olive et Olives de table,Entreprise MLATA,"Phone : 00213 550 47 55 71 / Adresse : Lotissement 88, Lot N°73 - EL Braya – 31070 - Willaya d'Oran – Algeria.",bosstahoucine@gmail.com,,,,DZD
0745114695024,Détergents et produits d’entretient ,Détergents et produits d’entretient ,Détergents et produits d’entretient ,ZOOL CLEAN,Phone : 00213 671 92 24 46 / Adresse : Cité Nouara - Rue Hamla Kechida - 5040 Batna - El DJazzair – Algeria ,zool.clean05@gmail.com,,,,DZD
0745114739612,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745110502685,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.
",EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502685,epcbaraka@gmail.com,,,,DZD
0705632830536,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745125240145,Cerise confits de 200 Grs dans des pots en plastique,Conditionnement et emballage de produits et denrées alimentaires,Cerise confits de 200 Grs dans des pots en plastique,ETS. L’AROVA,"Phone : 00213 770 34 35 37 / Adresse : Commune Ath Chebana - Daira d’ Ath-Ourtilane Wilaya de Setif, Code Postal 19710",etslarova@gmail.com,,,,DZD
0745114695031,Détergents et produits d’entretient ,Détergents et produits d’entretient ,Détergents et produits d’entretient ,ZOOL CLEAN,Phone : 00213 671 92 24 46 / Adresse : Cité Nouara - Rue Hamla Kechida - 5040 Batna - El DJazzair – Algeria ,zool.clean05@gmail.com,,,,DZD
0745114739629,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745110502692,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.
",EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502692,epcbaraka@gmail.com,,,,DZD
0705632830543,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745125240152,Cerise confits de 100 Grs dans des pots en plastique,Conditionnement et emballage de produits et denrées alimentaires,Cerise confits de 100 Grs dans des pots en plastique,ETS. L’AROVA,"Phone : 00213 770 34 35 37 / Adresse : Commune Ath Chebana - Daira d’ Ath-Ourtilane Wilaya de Setif, Code Postal 19710",etslarova@gmail.com,,,,DZD
0745114695048,Détergents et produits d’entretient ,Détergents et produits d’entretient ,Détergents et produits d’entretient ,ZOOL CLEAN,Phone : 00213 671 92 24 46 / Adresse : Cité Nouara - Rue Hamla Kechida - 5040 Batna - El DJazzair – Algeria ,zool.clean05@gmail.com,,,,DZD
0745114739636,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745760211708,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 – Algeria Algerie codes à barres 0745760211708 Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745125862590,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862590,epicesramha@gmail.com,,,,DZD
0745110502708,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502708,epcbaraka@gmail.com,,,,DZD
0745110723448,Rita,Eau de Javel 2 litres,Eau de Javel 2 litres,Entreprise Rita,0558301121/ 2 Rue Med Dif - Douaouda - W.Tipaza,aicha.maimoun@yahoo.com,Bouteille Jaune en Plastique,,,DZD
0705632830550,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745125240169,Cerise confits de 50 Grs dans des pots en plastique,Conditionnement et emballage de produits et denrées alimentaires,Cerise confits de 50 Grs dans des pots en plastique,ETS. L’AROVA,"Phone : 00213 770 34 35 37 / Adresse : Commune Ath Chebana - Daira d’ Ath-Ourtilane Wilaya de Setif, Code Postal 19710",etslarova@gmail.com,,,,DZD
0745114695055,Détergents et produits d’entretient ,Détergents et produits d’entretient ,Détergents et produits d’entretient ,ZOOL CLEAN,Phone : 00213 671 92 24 46 / Adresse : Cité Nouara - Rue Hamla Kechida - 5040 Batna - El DJazzair – Algeria ,zool.clean05@gmail.com,,,,DZD
0745114739643,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745110723455,Rita,Eau de Javel 1 litre,Eau de Javel 1 litre,Entreprise Rita,0558301121/ 2 Rue Med Dif - Douaouda - W.Tipaza,aicha.maimoun@yahoo.com,Bouteille Jaune en Plastique,,,DZD
0705632830567,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745125240176,Fruits confits de 200 Grs dans des pots en plastique,Conditionnement et emballage de produits et denrées alimentaires,Fruits confits de 200 Grs dans des pots en plastique,ETS. L’AROVA,"Phone : 00213 770 34 35 37 / Adresse : Commune Ath Chebana - Daira d’ Ath-Ourtilane Wilaya de Setif, Code Postal 19710",etslarova@gmail.com,,,,DZD
0745114739650,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745760211715,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 – Algeria Algerie codes à barres 0745760211715 Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0701197343634,Honey and orange blossom water,Honey and orange blossom water,Honey and orange blossom water,SARL NENAEZINA,"Tel : 00213 781606011 / Adresse: 25, Cité, El Mergueb,Ain Defla. , Alger- 4400 Algeria",oussama.bettahar@hotmail.com,,,,DZD
0705632830574,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745125240183,Fruits confits de100 Grs dans des pots en plastique,Conditionnement et emballage de produits et denrées alimentaires,Fruits confits de 100 Grs dans des pots en plastique,ETS. L’AROVA,"Phone : 00213 770 34 35 37 / Adresse : Commune Ath Chebana - Daira d’ Ath-Ourtilane Wilaya de Setif, Code Postal 19710",etslarova@gmail.com,,,,DZD
0745114739667,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0705632832363,White vaseline ,White vaseline,White vaseline/ Vaseline Blanche,Eurl MYOU PHARM,"00213 699 70 56 88 / CITE des Oliviers 2, N° 05, AIN-EL-MADHER Willaya de BATNA, ALGERIE",myoupharm15@gmail.com,,,,DZD
0701197343597,Honey and orange blossom water,Honey and orange blossom water,Honey and orange blossom water,SARL NENAEZINA," Tel : 00213 781606011 / Adresse: 25, Cité, El Mergueb,Ain Defla. , Alger- 4400 Algeria",oussama.bettahar@hotmail.com,,,,DZD
0745760326457,Cofiseries Made In Algeria ,Cofiseries Made In Algeria ,Madeleines et toutes sortes de gâteaux ,ETS LARBI ACHOUR, Commune de Beni Haoua - Wilaya de Chlef – 02240 Algerie – Algeria / Phone : 00213 771 49 07 76,larbi-achour@hotmail.com,,,,DZD
0705632830581,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745125240190,Fruits confits de 50 Grs dans des pots en plastique,Conditionnement et emballage de produits et denrées alimentaires,Fruits confits de 50 Grs dans des pots en plastique,ETS. L’AROVA,"Phone : 00213 770 34 35 37 / Adresse : Commune Ath Chebana - Daira d’ Ath-Ourtilane Wilaya de Setif, Code Postal 19710",etslarova@gmail.com,,,,DZD
0745114739674,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745125862606,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés
",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862606,epicesramha@gmail.com,,,,DZD
0701197343641,Honey and orange blossom water,Honey and orange blossom water,Honey and orange blossom water,SARL NENAEZINA,"Tel : 00213 781606011 / Adresse: 25, Cité, El Mergueb,Ain Defla. , Alger- 4400 Algeria",oussama.bettahar@hotmail.com,,,,DZD
0745760326464,Confiseries Made In Algeria ,Confiseries Made In Algeria ,Madeleines et toutes sortes de gâteaux ,ETS LARBI ACHOUR,Commune de Beni Haoua - Wilaya de Chlef – 02240 Algerie – Algeria / Phone : 00213 771 49 07 76,larbi-achour@hotmail.com,,,,DZD
0745760281985,Pâte à tartiner au beurre de cacahuètes ,Pâte à tartiner au beurre de cacahuètes ,Pâte à tartiner au beurre de cacahuètes ,HB SIMS,"17 Rue Balahouane Mohamed, Kolea,Wilaya de Tipaza, Algerie, Algeria / Phone: 00213 655 69 71 98",hachemibentouil.1962@gmail.com,,,,DZD
0710535663778,CHIPS,CHIPS,Chips de qualité ,WAEL CHIPS,"Phone: 00213 540 22 35 79 / Adresse Cité Baiche, Oued Rhiou RELIZANE - 48300",bouguetaianabil07@gmail.com,,,,DZD
0705632830598,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745114739681,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745760211722,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 – Algeria Algerie codes à barres 0745760211722 Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0745125862613,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862613,epicesramha@gmail.com,,,,DZD
0701197343627,Honey and orange blossom water,Honey and orange blossom water,"Honey and orange blossom water
",SARL NENAEZINA,"Tel : 00213 781606011 / Adresse: 25, Cité, El Mergueb,Ain Defla. , Alger- 4400 Algeria",oussama.bettahar@hotmail.com,,,,DZD
0745760326471,Confiseries Made In Algeria ,Confiseries Made In Algeria ,Madeleines et toutes sortes de gâteaux ,ETS LARBI ACHOUR,Commune de Beni Haoua - Wilaya de Chlef – 02240 Algerie – Algeria / Phone : 00213 771 49 07 76,larbi-achour@hotmail.com,,,,DZD
0710535663761,CHIPS,CHIPS,Chips de qualité,WAEL CHIPS,"Phone: 00213 540 22 35 79 / Adresse Cité Baiche, Oued Rhiou RELIZANE - 48300",bouguetaianabil07@gmail.com,,,,DZD
0705632830604,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745114739698,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745760079599,Huile d'olive Made In Bladi,Huile d'olive produite en Algérie ,Huile d'olive extra-vierge algérienne ,Huilerie De Birine ESSADOUNIA, Lot N° 17 - Zone d'Activité Birine - Willaya de Djelfa – 17014 – Algeria - 00213 661 56 03 88,ssayeh338@gmail.com,,,,DZD
0745760403301,Produit alimentaire ,Produit alimentaire ,Fabrication et Conditionnement de produits alimentaires ,Entreprise VADIS,Phone : 00213 555 27 92 71 / Adresse : 797 Cité Les Oliviers – KIFFANE - Wilaya de Tlemcen – 13000 – Algeria – Algérie ,benachenhou_fouzi@hotmail.fr,,,,DZD
0745125862620,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Épices de qualité supérieure, produits pour assaisonnement et condiments variés",ÉPICES RAHMA,Phone : 00213 559 16 01 02 / Adresse : ÉPICES RAHMA - Rue Touileb N° 01 - Baraki - 16027 Alger – Algérie Codes à Barres 0745125862620,epicesramha@gmail.com,,,,DZD
0701197343665,Honey and orange blossom water,Honey and orange blossom water,Honey and orange blossom water,SARL NENAEZINA," Tel : 00213 781606011 / Adresse: 25, Cité, El Mergueb,Ain Defla. , Alger- 4400 Algeria",oussama.bettahar@hotmail.com,,,,DZD
0745760326488,Confiseries Made In Algeria ,Confiseries Made In Algeria ,Madeleines et toutes sortes de gâteaux ,ETS LARBI ACHOUR,Commune de Beni Haoua - Wilaya de Chlef – 02240 Algerie – Algeria / Phone : 00213 771 49 07 76,larbi-achour@hotmail.com,,,,DZD
0705632830611,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745114739704,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745760403318,Produit alimentaire ,Produit alimentaire ,"Fabrication et Conditionnement de produits alimentaires
",Entreprise VADIS,Phone : 00213 555 27 92 71 / Adresse : 797 Cité Les Oliviers – KIFFANE - Wilaya de Tlemcen – 13000 – Algeria – Algérie ,benachenhou_fouzi@hotmail.fr,,,,DZD
0745760211739,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 – Algeria Algerie codes à barres 0745760211739 Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0710535193404,Detergents,Detergents,Detergents,RAN Detergents,"Tel: 00213 558761307 / Adresse: 26 Rue Chahid Lezreg Sohbi Begaid -Bir El Djir,Oran",samirbelg2003@gmail.com,,,,DZD
0745760326495,Confiseries Made In Algeria ,Confiseries Made In Algeria ,Madeleines et toutes sortes de gâteaux ,ETS LARBI ACHOUR,Commune de Beni Haoua - Wilaya de Chlef – 02240 Algerie – Algeria / Phone : 00213 771 49 07 76,arbi-achour@hotmail.com,,,,DZD
0745125051857,Semoule de blé dur ,Semoule de blé dur,Semoule de calibre moyen de blé dur 1 kg,ETS HADDAD YOUCEF,Adresse: Village Ouzellaguen - Ighzer Amokrane - Bejaia - 06010 Algérie - Algeria / Phone: 00213 673 00 10 37 ,kebbamassi5@gmail.com,,,,DZD
0705632830628,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745114739711,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745760403325,Produit alimentaire ,Produit alimentaire ,"Fabrication et Conditionnement de produits alimentaires
",Entreprise VADIS,Phone : 00213 555 27 92 71 / Adresse : 797 Cité Les Oliviers – KIFFANE - Wilaya de Tlemcen – 13000 – Algeria – Algérie ,benachenhou_fouzi@hotmail.fr,,,,DZD
0710535193411,Detergents,Detergents,Detergents,RAN Detergents,"Tel: 00213 558761307 / Adresse: 26 Rue Chahid Lezreg Sohbi Begaid -Bir El Djir,Oran",samirbelg2003@gmail.com,,,,DZD
0705632860557,Cosmetics ,Cosmetics ,Cosmetics ,Savonnière H'Dor,"Tel : 00213 550 73 98 48 / Address: Commune de Khelil, Willaya de Bourdj-Bouararridj – 34216 ALGERIE",antar.f1980@gmail.com,,,,DZD
0745125051864,Semoule de blé dur ,Semoule de blé dur ,"Semoule de calibre moyen de blé dur 2 kg
",ETS HADDAD YOUCEF,Adresse: Village Ouzellaguen - Ighzer Amokrane - Bejaia - 06010 Algérie - Algeria / Phone: 00213 673 00 10 37 ,kebbamassi5@gmail.com,,,,DZD
0705632830635,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria",cdjebbour@yahoo.fr,,,,DZD
0745114739728,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria,eurl.mablab39@gmail.com,,,,DZD
0745760403332,Produit alimentaire,Produit alimentaire,"Fabrication et Conditionnement de produits alimentaires
",Entreprise VADIS,Phone : 00213 555 27 92 71 / Adresse : 797 Cité Les Oliviers – KIFFANE - Wilaya de Tlemcen – 13000 – Algeria – Algérie ,benachenhou_fouzi@hotmail.fr,,,,DZD
0745760211746,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,Compléments alimentaires à base de plantes médicinales,ENTREPRISE TIKA WA YAKIN,Phone : 00213 770 72 22 35 / Adresse : BP 32 A - Oued El Alleug - BLIDA - 09000 – Algeria Algérie codes à barres 0745760211746 Compléments alimentaires à base de plantes médicinales,haitham.naime@gmail.com,,,,DZD
0710535193428,Detergents,Detergents,Detergents,RAN Detergents,https://barcodesdatabase.org/barcode/barcodenumber,samirbelg2003@gmail.com,,,,DZD
0705632860564,Cosmetics ,Cosmetics ,Cosmetics , Savonnière H'Dor,"Tel : 00213 550 73 98 48 / Address: Commune de Khelil, Willaya de Bourdj-Bouararridj – 34216 ALGERIE ",antar.f1980@gmail.com,,,,DZD
0705632830642,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114739735,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,Produits cosmétiques et détergents ,MAB LAB,Phone : 00213 770 41 32 71 / Adresse : Cité Belle Vue – Willaya El Oued – 39000 – Algérie - Algeria ,eurl.mablab39@gmail.com,,,,DZD
0745760403349,Produit alimentaire,Produit alimentaire,"Fabrication et Conditionnement de produits alimentaires
",Entreprise VADIS,Phone : 00213 555 27 92 71 / Adresse : 797 Cité Les Oliviers – KIFFANE - Wilaya de Tlemcen – 13000 – Algeria – Algérie ,benachenhou_fouzi@hotmail.fr,,,,DZD
0710535193435,Detergents,Detergents,Detergents,RAN Detergents," Tel: 00213 558761307 / Adresse: 26 Rue Chahid Lezreg Sohbi Begaid -Bir El Djir,Oran",samirbelg2003@gmail.com,,,,DZD
0705632860571,Cosmetics ,Cosmetics ,Cosmetics , Savonnière H'Dor,"Tel : 00213 550 73 98 48 / Address: Commune de Khelil, Willaya de Bourdj-Bouararridj – 34216 ALGERIE",antar.f1980@gmail.com,,,,DZD
